city,winter_year,expected_days,recorded_days,missing_calendar_days,valid_temperature_days,valid_snowfall_days,derived_temperature_days,temperature_pass,snowfall_pass,cold_days_pass,mean_temp,snowfall_total_cm,snow_days,days_below_m20,exclusion_reasons,baseline_mean_temp,baseline_n_winters,baseline_start_winter,baseline_end_winter,baseline_complete,baseline_status,temp_anomaly,winter_label,winter_start,winter_end,temperature_coverage_pct,snowfall_coverage_pct,derived_temperature_share_pct,quality_method,oni_djf,roni_djf,enso_class_oni,strong_el_nino_oni,enso_class_roni,strong_el_nino_roni,enso_index,enso_value,enso_class,strong_el_nino,temp_detrended_residual,city_name,region,latitude_approx,included_in_proposal,included_in_repo_study
ottawa,2006,90,90,0,90,90,0,True,True,True,-6.626666667,180.1,37,5,,-7.823252838,28,1991,2020,False,partial_available_winter_average,1.196586172,2005-06,2005-12-01,2006-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.9,-0.9,La Nina,False,La Nina,False,ONI,-0.9,La Nina,False,1.199334469,Ottawa,East,45.32,True,True
ottawa,2007,90,90,0,90,90,0,True,True,True,-6.745555556,89.6,25,15,,-7.823252838,28,1991,2020,False,partial_available_winter_average,1.077697283,2006-07,2006-12-01,2007-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,0.6,0.6,El Nino,False,El Nino,False,ONI,0.6,El Nino,False,1.053855807,Ottawa,East,45.32,True,True
ottawa,2008,91,91,0,91,91,0,True,True,True,-7.452747253,253.3,42,11,,-7.823252838,28,1991,2020,False,partial_available_winter_average,0.3705055857,2007-08,2007-12-01,2008-02-29,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-1.8,-1.7,La Nina,False,La Nina,False,ONI,-1.8,La Nina,False,0.3200743379,Ottawa,East,45.32,True,True
ottawa,2009,90,90,0,90,90,0,True,True,True,-9.641111111,181.4,29,19,,-7.823252838,28,1991,2020,False,partial_available_winter_average,-1.817858273,2008-09,2008-12-01,2009-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.9,-1,La Nina,False,La Nina,False,ONI,-0.9,La Nina,False,-1.894879293,Ottawa,East,45.32,True,True
ottawa,2010,90,90,0,90,90,0,True,True,True,-6.493333333,130.2,26,6,,-7.823252838,28,1991,2020,False,partial_available_winter_average,1.329919505,2009-10,2009-12-01,2010-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,1.5,1.4,El Nino,True,El Nino,False,ONI,1.5,El Nino,True,1.226308712,Ottawa,East,45.32,True,True
ottawa,2011,90,90,0,90,90,0,True,True,True,-8.13,127.7,33,8,,-7.823252838,28,1991,2020,False,partial_available_winter_average,-0.3067471616,2010-11,2010-12-01,2011-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-1.3,-1.4,La Nina,False,La Nina,False,ONI,-1.3,La Nina,False,-0.4369477266,Ottawa,East,45.32,True,True
ottawa,2012,91,91,0,91,88,0,True,False,True,-5.896703297,,,9,snow_metrics:incomplete_daily_snowfall,-7.823252838,28,1991,2020,False,partial_available_winter_average,1.926549542,2011-12,2011-12-01,2012-02-29,100,96.7032967,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.7,-0.8,La Nina,False,La Nina,False,ONI,-0.7,La Nina,False,1.769759204,Ottawa,East,45.32,True,True
ottawa,2013,90,88,2,88,88,0,True,False,False,-7.556818182,,,,snow_metrics:incomplete_daily_snowfall;cold_days:incomplete_daily_tmin,-7.823252838,28,1991,2020,False,partial_available_winter_average,0.2664346566,2012-13,2012-12-01,2013-02-28,97.77777778,97.77777778,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.2,-0.5,Neutral,False,La Nina,False,ONI,-0.2,Neutral,False,0.08305454686,Ottawa,East,45.32,True,True
ottawa,2014,90,90,0,90,89,0,True,False,True,-10.55222222,,,27,snow_metrics:incomplete_daily_snowfall,-7.823252838,28,1991,2020,False,partial_available_winter_average,-2.728969384,2013-14,2013-12-01,2014-02-28,100,98.88888889,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.2,-0.4,Neutral,False,Neutral,False,ONI,-0.2,Neutral,False,-2.938939266,Ottawa,East,45.32,True,True
ottawa,2015,90,90,0,90,90,0,True,True,True,-11.13777778,149.2,30,36,,-7.823252838,28,1991,2020,False,partial_available_winter_average,-3.314524939,2014-15,2014-12-01,2015-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,0.7,0.5,El Nino,False,El Nino,False,ONI,0.7,El Nino,False,-3.551084594,Ottawa,East,45.32,True,True
ottawa,2016,91,91,0,91,91,0,True,True,True,-4.868131868,161.5,28,8,,-7.823252838,28,1991,2020,False,partial_available_winter_average,2.95512097,2015-16,2015-12-01,2016-02-29,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,2.5,2.1,El Nino,True,El Nino,True,ONI,2.5,El Nino,True,2.691971543,Ottawa,East,45.32,True,True
ottawa,2017,90,90,0,90,90,0,True,True,True,-5.644444444,215.8,36,10,,-7.823252838,28,1991,2020,False,partial_available_winter_average,2.178808394,2016-17,2016-12-01,2017-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.1,-0.6,Neutral,False,La Nina,False,ONI,-0.1,Neutral,False,1.889069195,Ottawa,East,45.32,True,True
ottawa,2018,90,90,0,90,90,2,True,True,True,-8.637777778,168.2,29,23,,-7.823252838,28,1991,2020,False,partial_available_winter_average,-0.8145249393,2017-18,2017-12-01,2018-02-28,100,100,2.222222222,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.7,-1.1,La Nina,False,La Nina,False,ONI,-0.7,La Nina,False,-1.130853911,Ottawa,East,45.32,True,True
ottawa,2019,90,90,0,90,90,0,True,True,True,-9.374444444,197.6,32,17,,-7.823252838,28,1991,2020,False,partial_available_winter_average,-1.551191606,2018-19,2018-12-01,2019-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,1,0.7,El Nino,False,El Nino,False,ONI,1,El Nino,False,-1.89411035,Ottawa,East,45.32,True,True
ottawa,2020,91,91,0,91,91,0,True,True,True,-6.161538462,161.1,26,9,,-7.823252838,28,1991,2020,False,partial_available_winter_average,1.661714377,2019-20,2019-12-01,2020-02-29,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,0.7,0.1,El Nino,False,Neutral,False,ONI,0.7,El Nino,False,1.29220586,Ottawa,East,45.32,True,True
ottawa,2021,90,90,0,86,90,0,True,True,False,-6.252325581,141.2,25,,cold_days:incomplete_daily_tmin,-7.823252838,28,1991,2020,False,partial_available_winter_average,1.570927257,2020-21,2020-12-01,2021-02-28,95.55555556,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-1,-1.3,La Nina,False,La Nina,False,ONI,-1,La Nina,False,1.174828968,Ottawa,East,45.32,True,True
ottawa,2022,90,90,0,89,90,0,True,True,False,-9.316853933,150.9,23,,cold_days:incomplete_daily_tmin,-7.823252838,28,1991,2020,False,partial_available_winter_average,-1.493601094,2021-22,2021-12-01,2022-02-28,98.88888889,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.8,-1.2,La Nina,False,La Nina,False,ONI,-0.8,La Nina,False,-1.916289155,Ottawa,East,45.32,True,True
ottawa,2023,90,90,0,89,90,0,True,True,False,-5.459550562,268.7,34,,cold_days:incomplete_daily_tmin,-7.823252838,28,1991,2020,False,partial_available_winter_average,2.363702277,2022-23,2022-12-01,2023-02-28,98.88888889,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.5,-0.9,La Nina,False,La Nina,False,ONI,-0.5,La Nina,False,1.914424443,Ottawa,East,45.32,True,True
ottawa,2024,91,91,0,91,91,0,True,True,True,-4.065934066,97.3,19,0,,-7.823252838,28,1991,2020,False,partial_available_winter_average,3.757318772,2023-24,2023-12-01,2024-02-29,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,1.8,1.1,El Nino,True,El Nino,False,ONI,1.8,El Nino,True,3.281451167,Ottawa,East,45.32,True,True
ottawa,2025,90,90,0,90,90,0,True,True,True,-8.221111111,207.6,33,7,,-7.823252838,28,1991,2020,False,partial_available_winter_average,-0.3978582727,2024-25,2024-12-01,2025-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.5,-1.1,La Nina,False,La Nina,False,ONI,-0.5,La Nina,False,-0.9003156511,Ottawa,East,45.32,True,True
ottawa,2026,90,90,0,89,90,0,True,True,False,-9.62247191,184.5,37,,cold_days:incomplete_daily_tmin,-7.823252838,28,1991,2020,False,partial_available_winter_average,-1.799219072,2025-26,2025-12-01,2026-02-28,98.88888889,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.4,-0.9,Neutral,False,La Nina,False,ONI,-0.4,Neutral,False,-2.328266222,Ottawa,East,45.32,True,True
sudbury,1982,90,90,0,90,90,0,True,True,True,-13.14,210.3,37,37,,-10.53780024,29,1991,2020,False,partial_available_winter_average,-2.602199763,1981-82,1981-12-01,1982-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,0,0.1,Neutral,False,Neutral,False,ONI,0,Neutral,False,-2.058341147,Sudbury,Northeast,46.63,False,True
sudbury,1983,90,90,0,90,90,0,True,True,True,-8.703333333,116.8,28,24,,-10.53780024,29,1991,2020,False,partial_available_winter_average,1.834466904,1982-83,1982-12-01,1983-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,2.1,2.4,El Nino,True,El Nino,True,ONI,2.1,El Nino,True,2.363281139,Sudbury,Northeast,46.63,False,True
sudbury,1984,91,91,0,91,91,0,True,True,True,-12.13956044,196,39,39,,-10.53780024,29,1991,2020,False,partial_available_winter_average,-1.601760202,1983-84,1983-12-01,1984-02-29,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.6,-0.6,La Nina,False,La Nina,False,ONI,-0.6,La Nina,False,-1.087990349,Sudbury,Northeast,46.63,False,True
sudbury,1985,90,89,1,89,89,0,True,False,False,-11.45505618,,,,snow_metrics:incomplete_daily_snowfall;cold_days:incomplete_daily_tmin,-10.53780024,29,1991,2020,False,partial_available_winter_average,-0.9172559424,1984-85,1984-12-01,1985-02-28,98.88888889,98.88888889,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-1,-0.8,La Nina,False,La Nina,False,ONI,-1,La Nina,False,-0.4185304701,Sudbury,Northeast,46.63,False,True
sudbury,1986,90,90,0,90,90,0,True,True,True,-12.87333333,163.1,29,37,,-10.53780024,29,1991,2020,False,partial_available_winter_average,-2.335533096,1985-86,1985-12-01,1986-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.4,-0.3,Neutral,False,Neutral,False,ONI,-0.4,Neutral,False,-1.851852005,Sudbury,Northeast,46.63,False,True
sudbury,1987,90,90,0,90,90,0,True,True,True,-8.616666667,164.5,34,19,,-10.53780024,29,1991,2020,False,partial_available_winter_average,1.921133571,1986-87,1986-12-01,1987-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,1.2,1.5,El Nino,False,El Nino,True,ONI,1.2,El Nino,False,2.389770281,Sudbury,Northeast,46.63,False,True
sudbury,1988,91,91,0,91,91,0,True,True,True,-10.44285714,226,40,33,,-10.53780024,29,1991,2020,False,partial_available_winter_average,0.0949430945,1987-88,1987-12-01,1988-02-29,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,0.6,0.5,El Nino,False,El Nino,False,ONI,0.6,El Nino,False,0.5485354233,Sudbury,Northeast,46.63,False,True
sudbury,1989,90,90,0,90,90,0,True,True,True,-11.37111111,167.8,35,33,,-10.53780024,29,1991,2020,False,partial_available_winter_average,-0.8333108738,1988-89,1988-12-01,1989-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-1.6,-1.6,La Nina,False,La Nina,False,ONI,-1.6,La Nina,False,-0.3947629261,Sudbury,Northeast,46.63,False,True
sudbury,1990,90,90,0,90,90,0,True,True,True,-12.36111111,174.8,33,38,,-10.53780024,29,1991,2020,False,partial_available_winter_average,-1.823310874,1989-90,1989-12-01,1990-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,0.2,0.3,Neutral,False,Neutral,False,ONI,0.2,Neutral,False,-1.399807307,Sudbury,Northeast,46.63,False,True
sudbury,1991,90,90,0,90,90,0,True,True,True,-10.08555556,152,33,26,,-10.53780024,29,1991,2020,False,partial_available_winter_average,0.4522446818,1990-91,1990-12-01,1991-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,0.4,0.6,Neutral,False,El Nino,False,ONI,0.4,Neutral,False,0.8607038672,Sudbury,Northeast,46.63,False,True
sudbury,1992,91,91,0,91,91,0,True,True,True,-11.27692308,170.2,35,31,,-10.53780024,29,1991,2020,False,partial_available_winter_average,-0.7391228396,1991-92,1991-12-01,1992-02-29,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,1.5,2.1,El Nino,True,El Nino,True,ONI,1.5,El Nino,True,-0.3457080354,Sudbury,Northeast,46.63,False,True
sudbury,1993,90,64,26,64,64,0,False,False,False,,,,,temperature:monthly_3_and_5_failed;snow_metrics:incomplete_daily_snowfall;cold_days:incomplete_daily_tmin,-10.53780024,29,1991,2020,False,partial_available_winter_average,,1992-93,1992-12-01,1993-02-28,71.11111111,71.11111111,0,monthly_3_and_5_temperature_complete_snow_and_tmin,0.1,0.6,Neutral,False,El Nino,False,ONI,0.1,Neutral,False,,Sudbury,Northeast,46.63,False,True
sudbury,1994,90,86,4,86,86,0,True,False,False,-15.45813953,,,,snow_metrics:incomplete_daily_snowfall;cold_days:incomplete_daily_tmin,-10.53780024,29,1991,2020,False,partial_available_winter_average,-4.920339298,1993-94,1993-12-01,1994-02-28,95.55555556,95.55555556,0,monthly_3_and_5_temperature_complete_snow_and_tmin,0.1,0.3,Neutral,False,Neutral,False,ONI,0.1,Neutral,False,-4.557013256,Sudbury,Northeast,46.63,False,True
sudbury,1995,90,90,0,90,90,0,True,True,True,-9.178888889,96.7,25,22,,-10.53780024,29,1991,2020,False,partial_available_winter_average,1.358911348,1994-95,1994-12-01,1995-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,0.9,1.2,El Nino,False,El Nino,False,ONI,0.9,El Nino,False,1.707193009,Sudbury,Northeast,46.63,False,True
sudbury,1996,91,91,0,91,91,0,True,True,True,-13.10769231,181.2,27,43,,-10.53780024,29,1991,2020,False,partial_available_winter_average,-2.56989207,1995-96,1995-12-01,1996-02-29,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.9,-0.9,La Nina,False,La Nina,False,ONI,-0.9,La Nina,False,-2.236654791,Sudbury,Northeast,46.63,False,True
sudbury,1997,90,90,0,90,90,0,True,True,True,-11.59888889,273.9,45,37,,-10.53780024,29,1991,2020,False,partial_available_winter_average,-1.061088652,1996-97,1996-12-01,1997-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.4,-0.2,Neutral,False,Neutral,False,ONI,-0.4,Neutral,False,-0.7428957532,Sudbury,Northeast,46.63,False,True
sudbury,1998,90,90,0,89,90,0,True,True,False,-7.806741573,116.5,30,,cold_days:incomplete_daily_tmin,-10.53780024,29,1991,2020,False,partial_available_winter_average,2.731058664,1997-98,1997-12-01,1998-02-28,98.88888889,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,2.2,2.1,El Nino,True,El Nino,True,ONI,2.2,El Nino,True,3.034207182,Sudbury,Northeast,46.63,False,True
sudbury,1999,90,90,0,90,90,0,True,True,True,-9.036666667,165.7,30,21,,-10.53780024,29,1991,2020,False,partial_available_winter_average,1.501133571,1998-99,1998-12-01,1999-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-1.5,-1.6,La Nina,False,La Nina,False,ONI,-1.5,La Nina,False,1.789237707,Sudbury,Northeast,46.63,False,True
sudbury,2000,91,91,0,91,91,0,True,True,True,-9.452747253,158.6,29,22,,-10.53780024,29,1991,2020,False,partial_available_winter_average,1.085052985,1999-00,1999-12-01,2000-02-29,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-1.5,-1.5,La Nina,False,La Nina,False,ONI,-1.5,La Nina,False,1.358112739,Sudbury,Northeast,46.63,False,True
sudbury,2001,90,90,0,90,90,0,True,True,True,-11.97777778,206.6,40,32,,-10.53780024,29,1991,2020,False,partial_available_winter_average,-1.43997754,2000-01,2000-12-01,2001-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.8,-0.8,La Nina,False,La Nina,False,ONI,-0.8,La Nina,False,-1.181962167,Sudbury,Northeast,46.63,False,True
sudbury,2002,90,90,0,90,90,0,True,True,True,-7.002222222,186,34,5,,-10.53780024,29,1991,2020,False,partial_available_winter_average,3.535578015,2001-02,2001-12-01,2002-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.1,-0.2,Neutral,False,Neutral,False,ONI,-0.1,Neutral,False,3.778549008,Sudbury,Northeast,46.63,False,True
sudbury,2003,90,90,0,90,90,0,True,True,True,-12.21333333,129.6,32,37,,-10.53780024,29,1991,2020,False,partial_available_winter_average,-1.675533096,2002-03,2002-12-01,2003-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,0.9,0.9,El Nino,False,El Nino,False,ONI,0.9,El Nino,False,-1.447606485,Sudbury,Northeast,46.63,False,True
sudbury,2004,91,91,0,91,91,0,True,True,True,-11.28131868,168.9,30,25,,-10.53780024,29,1991,2020,False,partial_available_winter_average,-0.743518444,2003-04,2003-12-01,2004-02-29,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,0.3,0.2,Neutral,False,Neutral,False,ONI,0.3,Neutral,False,-0.5306362137,Sudbury,Northeast,46.63,False,True
sudbury,2005,90,90,0,90,90,0,True,True,True,-11.48444444,159.7,34,30,,-10.53780024,29,1991,2020,False,partial_available_winter_average,-0.9466442071,2004-05,2004-12-01,2005-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,0.6,0.5,El Nino,False,El Nino,False,ONI,0.6,El Nino,False,-0.748806358,Sudbury,Northeast,46.63,False,True
sudbury,2006,90,90,0,90,90,0,True,True,True,-9.158888889,250.5,41,11,,-10.53780024,29,1991,2020,False,partial_available_winter_average,1.378911348,2005-06,2005-12-01,2006-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.9,-0.9,La Nina,False,La Nina,False,ONI,-0.9,La Nina,False,1.561704816,Sudbury,Northeast,46.63,False,True
sudbury,2007,90,90,0,90,90,0,True,True,True,-9.377777778,95,23,25,,-10.53780024,29,1991,2020,False,partial_available_winter_average,1.16002246,2006-07,2006-12-01,2007-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,0.6,0.6,El Nino,False,El Nino,False,ONI,0.6,El Nino,False,1.327771546,Sudbury,Northeast,46.63,False,True
sudbury,2008,91,91,0,91,91,0,True,True,True,-9.645054945,169.2,35,22,,-10.53780024,29,1991,2020,False,partial_available_winter_average,0.8927452923,2007-08,2007-12-01,2008-02-29,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-1.8,-1.7,La Nina,False,La Nina,False,ONI,-1.8,La Nina,False,1.045449998,Sudbury,Northeast,46.63,False,True
sudbury,2009,90,90,0,90,90,0,True,True,True,-12.32,277.8,49,32,,-10.53780024,29,1991,2020,False,partial_available_winter_average,-1.782199763,2008-09,2008-12-01,2009-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.9,-1,La Nina,False,La Nina,False,ONI,-0.9,La Nina,False,-1.644539438,Sudbury,Northeast,46.63,False,True
sudbury,2010,90,90,0,90,90,0,True,True,True,-9.288888889,125.7,33,15,,-10.53780024,29,1991,2020,False,partial_available_winter_average,1.248911348,2009-10,2009-12-01,2010-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,1.5,1.4,El Nino,True,El Nino,False,ONI,1.5,El Nino,True,1.371527292,Sudbury,Northeast,46.63,False,True
sudbury,2011,90,90,0,90,90,0,True,True,True,-10.96888889,158,36,18,,-10.53780024,29,1991,2020,False,partial_available_winter_average,-0.4310886515,2010-11,2010-12-01,2011-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-1.3,-1.4,La Nina,False,La Nina,False,ONI,-1.3,La Nina,False,-0.3235170894,Sudbury,Northeast,46.63,False,True
sudbury,2012,91,91,0,91,91,0,True,True,True,-7.654945055,197.6,38,13,,-10.53780024,29,1991,2020,False,partial_available_winter_average,2.882855182,2011-12,2011-12-01,2012-02-29,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.7,-0.8,La Nina,False,La Nina,False,ONI,-0.7,La Nina,False,2.975382363,Sudbury,Northeast,46.63,False,True
sudbury,2013,90,90,0,90,90,0,True,True,True,-9.793333333,216.6,38,24,,-10.53780024,29,1991,2020,False,partial_available_winter_average,0.744466904,2012-13,2012-12-01,2013-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.2,-0.5,Neutral,False,La Nina,False,ONI,-0.2,Neutral,False,0.8219497038,Sudbury,Northeast,46.63,False,True
sudbury,2014,90,90,0,90,90,0,True,True,True,-14.32222222,181.3,40,40,,-10.53780024,29,1991,2020,False,partial_available_winter_average,-3.784421985,2013-14,2013-12-01,2014-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.2,-0.4,Neutral,False,Neutral,False,ONI,-0.2,Neutral,False,-3.721983566,Sudbury,Northeast,46.63,False,True
sudbury,2015,90,90,0,90,90,0,True,True,True,-13.79111111,167.5,37,46,,-10.53780024,29,1991,2020,False,partial_available_winter_average,-3.253310874,2014-15,2014-12-01,2015-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,0.7,0.5,El Nino,False,El Nino,False,ONI,0.7,El Nino,False,-3.205916836,Sudbury,Northeast,46.63,False,True
sudbury,2016,91,91,0,91,91,0,True,True,True,-7.720879121,263.4,39,18,,-10.53780024,29,1991,2020,False,partial_available_winter_average,2.816921116,2015-16,2015-12-01,2016-02-29,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,2.5,2.1,El Nino,True,El Nino,True,ONI,2.5,El Nino,True,2.849270773,Sudbury,Northeast,46.63,False,True
sudbury,2017,90,90,0,90,90,0,True,True,True,-7.675555556,226.8,37,14,,-10.53780024,29,1991,2020,False,partial_available_winter_average,2.862244682,2016-17,2016-12-01,2017-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.1,-0.6,Neutral,False,La Nina,False,ONI,-0.1,Neutral,False,2.879549957,Sudbury,Northeast,46.63,False,True
sudbury,2018,90,90,0,89,90,0,True,True,False,-11.85617978,185.8,33,,cold_days:incomplete_daily_tmin,-10.53780024,29,1991,2020,False,partial_available_winter_average,-1.318379538,2017-18,2017-12-01,2018-02-28,98.88888889,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.7,-1.1,La Nina,False,La Nina,False,ONI,-0.7,La Nina,False,-1.316118644,Sudbury,Northeast,46.63,False,True
sudbury,2019,90,90,0,87,90,0,True,True,False,-12.05632184,267.7,47,,cold_days:incomplete_daily_tmin,-10.53780024,29,1991,2020,False,partial_available_winter_average,-1.518521602,2018-19,2018-12-01,2019-02-28,96.66666667,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,1,0.7,El Nino,False,El Nino,False,ONI,1,El Nino,False,-1.531305089,Sudbury,Northeast,46.63,False,True
sudbury,2020,91,90,1,83,90,0,True,False,False,-9.004819277,,,,snow_metrics:incomplete_daily_snowfall;cold_days:incomplete_daily_tmin,-10.53780024,29,1991,2020,False,partial_available_winter_average,1.53298096,2019-20,2019-12-01,2020-02-29,91.20879121,98.9010989,0,monthly_3_and_5_temperature_complete_snow_and_tmin,0.7,0.1,El Nino,False,Neutral,False,ONI,0.7,El Nino,False,1.505153092,Sudbury,Northeast,46.63,False,True
sudbury,2021,90,88,2,78,82,0,False,False,False,,,,,temperature:monthly_3_and_5_failed;snow_metrics:incomplete_daily_snowfall;cold_days:incomplete_daily_tmin,-10.53780024,29,1991,2020,False,partial_available_winter_average,,2020-21,2020-12-01,2021-02-28,86.66666667,91.11111111,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-1,-1.3,La Nina,False,La Nina,False,ONI,-1,La Nina,False,,Sudbury,Northeast,46.63,False,True
sudbury,2022,90,90,0,78,90,0,True,True,False,-12.48846154,208.1,43,,cold_days:incomplete_daily_tmin,-10.53780024,29,1991,2020,False,partial_available_winter_average,-1.950661301,2021-22,2021-12-01,2022-02-28,86.66666667,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.8,-1.2,La Nina,False,La Nina,False,ONI,-0.8,La Nina,False,-2.008577932,Sudbury,Northeast,46.63,False,True
sudbury,2023,90,88,2,74,88,0,False,False,False,,,,,temperature:monthly_3_and_5_failed;snow_metrics:incomplete_daily_snowfall;cold_days:incomplete_daily_tmin,-10.53780024,29,1991,2020,False,partial_available_winter_average,,2022-23,2022-12-01,2023-02-28,82.22222222,97.77777778,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.5,-0.9,La Nina,False,La Nina,False,ONI,-0.5,La Nina,False,,Sudbury,Northeast,46.63,False,True
sudbury,2024,91,90,1,75,90,0,False,False,False,,,,,temperature:monthly_3_and_5_failed;snow_metrics:incomplete_daily_snowfall;cold_days:incomplete_daily_tmin,-10.53780024,29,1991,2020,False,partial_available_winter_average,,2023-24,2023-12-01,2024-02-29,82.41758242,98.9010989,0,monthly_3_and_5_temperature_complete_snow_and_tmin,1.8,1.1,El Nino,True,El Nino,False,ONI,1.8,El Nino,True,,Sudbury,Northeast,46.63,False,True
sudbury,2025,90,87,3,76,86,0,False,False,False,,,,,temperature:monthly_3_and_5_failed;snow_metrics:incomplete_daily_snowfall;cold_days:incomplete_daily_tmin,-10.53780024,29,1991,2020,False,partial_available_winter_average,,2024-25,2024-12-01,2025-02-28,84.44444444,95.55555556,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.5,-1.1,La Nina,False,La Nina,False,ONI,-0.5,La Nina,False,,Sudbury,Northeast,46.63,False,True
sudbury,2026,90,89,1,83,88,0,True,False,False,-11.83253012,,,,snow_metrics:incomplete_daily_snowfall;cold_days:incomplete_daily_tmin,-10.53780024,29,1991,2020,False,partial_available_winter_average,-1.294729883,2025-26,2025-12-01,2026-02-28,92.22222222,97.77777778,0,monthly_3_and_5_temperature_complete_snow_and_tmin,-0.4,-0.9,Neutral,False,La Nina,False,ONI,-0.4,Neutral,False,-1.412824038,Sudbury,Northeast,46.63,False,True
thunderbay,1982,90,90,0,90,90,0,True,True,True,-14.98666667,125.1,24,53,,-11.53337035,27,1991,2020,False,partial_available_winter_average,-3.453296322,1981-82,1981-12-01,1982-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,0,0.1,Neutral,False,Neutral,False,ONI,0,Neutral,False,-2.668909732,Thunder Bay,Northwest,48.37,True,True
thunderbay,1983,90,90,0,90,90,0,True,True,True,-9.024444444,108.6,23,24,,-11.53337035,27,1991,2020,False,partial_available_winter_average,2.508925901,1982-83,1982-12-01,1983-02-28,100,100,0,monthly_3_and_5_temperature_complete_snow_and_tmin,2.1,2.4,El Nino,True,El Nino,True,ONI,2.1,El Nino,True,3.260024654,Thunder Bay,Northwest,48.37,True,True
